cod,nome,year,pop
1700707,Alvorada (TO),2015,8536
1700707,Alvorada (TO),2016,8526
1700707,Alvorada (TO),2017,8516
1700707,Alvorada (TO),2018,8427
1700707,Alvorada (TO),2019,8412
1700707,Alvorada (TO),2020,8396
1700707,Alvorada (TO),2021,8381
1701002,Ananás (TO),2011,9816
1701002,Ananás (TO),2012,9768
1701002,Ananás (TO),2013,9952
1701002,Ananás (TO),2014,9900
1701002,Ananás (TO),2015,9848
1701002,Ananás (TO),2016,9798
1701002,Ananás (TO),2017,9749
1701002,Ananás (TO),2018,9607
1701002,Ananás (TO),2019,9549
1701002,Ananás (TO),2020,9492
1701002,Ananás (TO),2021,9435
1701051,Angico (TO),2011,3197
1701051,Angico (TO),2012,3219
1701051,Angico (TO),2013,3332
1701051,Angico (TO),2014,3355
1701051,Angico (TO),2015,3379
1701051,Angico (TO),2016,3401
1701051,Angico (TO),2017,3423
1701051,Angico (TO),2018,3417
1701051,Angico (TO),2019,3433
1701051,Angico (TO),2020,3454
1701051,Angico (TO),2021,3475
1701101,Aparecida do Rio Negro (TO),2011,4267
1701101,Aparecida do Rio Negro (TO),2012,4319
1701101,Aparecida do Rio Negro (TO),2013,4504
1701101,Aparecida do Rio Negro (TO),2014,4561
1701101,Aparecida do Rio Negro (TO),2015,4618
1701101,Aparecida do Rio Negro (TO),2016,4672
1701101,Aparecida do Rio Negro (TO),2017,4726
1701101,Aparecida do Rio Negro (TO),2018,4741
1701101,Aparecida do Rio Negro (TO),2019,4795
1701101,Aparecida do Rio Negro (TO),2020,4848
1701101,Aparecida do Rio Negro (TO),2021,4901
1701309,Aragominas (TO),2011,5860
1701309,Aragominas (TO),2012,5838
1701309,Aragominas (TO),2013,5958
1701309,Aragominas (TO),2014,5933
1701309,Aragominas (TO),2015,5910
1701309,Aragominas (TO),2016,5887
1701309,Aragominas (TO),2017,5865
1701309,Aragominas (TO),2018,5786
1701309,Aragominas (TO),2019,5758
1701309,Aragominas (TO),2020,5731
1701309,Aragominas (TO),2021,5705
1701903,Araguacema (TO),2011,6387
1701903,Araguacema (TO),2012,6454
1701903,Araguacema (TO),2013,6716
1701903,Araguacema (TO),2014,6791
1701903,Araguacema (TO),2015,6863
1701903,Araguacema (TO),2016,6934
1701903,Araguacema (TO),2017,7003
1701903,Araguacema (TO),2018,7016
1701903,Araguacema (TO),2019,7086
1701903,Araguacema (TO),2020,7155
1701903,Araguacema (TO),2021,7223
1702000,Araguaçu (TO),2011,8744
1702000,Araguaçu (TO),2012,8702
1702000,Araguaçu (TO),2013,8868
1702000,Araguaçu (TO),2014,8822
1702000,Araguaçu (TO),2015,8777
1702000,Araguaçu (TO),2016,8734
1702000,Araguaçu (TO),2017,8692
1702000,Araguaçu (TO),2018,8567
1702000,Araguaçu (TO),2019,8517
1702000,Araguaçu (TO),2020,8467
1702000,Araguaçu (TO),2021,8418
1702109,Araguaína (TO),2011,153351
1702109,Araguaína (TO),2012,156123
1702109,Araguaína (TO),2013,164093
1702109,Araguaína (TO),2014,167176
1702109,Araguaína (TO),2015,170183
1702109,Araguaína (TO),2016,173112
1702109,Araguaína (TO),2017,175960
1702109,Araguaína (TO),2018,177517
1702109,Araguaína (TO),2019,180470
1702109,Araguaína (TO),2020,183381
1702109,Araguaína (TO),2021,186245
1702158,Araguanã (TO),2011,5095
1702158,Araguanã (TO),2012,5157
1702158,Araguanã (TO),2013,5379
1702158,Araguanã (TO),2014,5448
1702158,Araguanã (TO),2015,5515
1702158,Araguanã (TO),2016,5581
1702158,Araguanã (TO),2017,5645
1702158,Araguanã (TO),2018,5663
1702158,Araguanã (TO),2019,5729
1702158,Araguanã (TO),2020,5793
1702158,Araguanã (TO),2021,5856
1702208,Araguatins (TO),2011,31738
1702208,Araguatins (TO),2012,32133
1702208,Araguatins (TO),2013,33524
1702208,Araguatins (TO),2014,33963
1702208,Araguatins (TO),2015,34392
1702208,Araguatins (TO),2016,34810
1702208,Araguatins (TO),2017,35216
1702208,Araguatins (TO),2018,35346
1702208,Araguatins (TO),2019,35761
1702208,Araguatins (TO),2020,36170
1702208,Araguatins (TO),2021,36573
1702307,Arapoema (TO),2011,6721
1702307,Arapoema (TO),2012,6700
1702307,Arapoema (TO),2013,6844
1702307,Arapoema (TO),2014,6821
1702307,Arapoema (TO),2015,6799
1702307,Arapoema (TO),2016,6777
1702307,Arapoema (TO),2017,6756
1702307,Arapoema (TO),2018,6670
1702307,Arapoema (TO),2019,6643
1702307,Arapoema (TO),2020,6616
1702307,Arapoema (TO),2021,6590
1702406,Arraias (TO),2011,10619
1702406,Arraias (TO),2012,10594
1702406,Arraias (TO),2013,10833
1702406,Arraias (TO),2014,10805
1702406,Arraias (TO),2015,10778
1702406,Arraias (TO),2016,10752
1702406,Arraias (TO),2017,10727
1702406,Arraias (TO),2018,10601
1702406,Arraias (TO),2019,10567
1702406,Arraias (TO),2020,10534
1702406,Arraias (TO),2021,10502
1702554,Augustinópolis (TO),2011,16180
1702554,Augustinópolis (TO),2012,16401
1702554,Augustinópolis (TO),2013,17140
1702554,Augustinópolis (TO),2014,17386
1702554,Augustinópolis (TO),2015,17627
1702554,Augustinópolis (TO),2016,17861
1702554,Augustinópolis (TO),2017,18089
1702554,Augustinópolis (TO),2018,18178
1702554,Augustinópolis (TO),2019,18412
1702554,Augustinópolis (TO),2020,18643
1702554,Augustinópolis (TO),2021,18870
1702703,Aurora do Tocantins (TO),2011,3473
1702703,Aurora do Tocantins (TO),2012,3499
1702703,Aurora do Tocantins (TO),2013,3625
1702703,Aurora do Tocantins (TO),2014,3654
1702703,Aurora do Tocantins (TO),2015,3682
1702703,Aurora do Tocantins (TO),2016,3709
1702703,Aurora do Tocantins (TO),2017,3735
1702703,Aurora do Tocantins (TO),2018,3731
1702703,Aurora do Tocantins (TO),2019,3757
1702703,Aurora do Tocantins (TO),2020,3783
1702703,Aurora do Tocantins (TO),2021,3809
1702901,Axixá do Tocantins (TO),2011,9310
1702901,Axixá do Tocantins (TO),2012,9343
1702901,Axixá do Tocantins (TO),2013,9632
1702901,Axixá do Tocantins (TO),2014,9669
1702901,Axixá do Tocantins (TO),2015,9706
1702901,Axixá do Tocantins (TO),2016,9741
1702901,Axixá do Tocantins (TO),2017,9776
1702901,Axixá do Tocantins (TO),2018,9725
1702901,Axixá do Tocantins (TO),2019,9756
1702901,Axixá do Tocantins (TO),2020,9787
1702901,Axixá do Tocantins (TO),2021,9817
1703008,Babaçulândia (TO),2011,10432
1703008,Babaçulândia (TO),2012,10439
1703008,Babaçulândia (TO),2013,10720
1703008,Babaçulândia (TO),2014,10728
1703008,Babaçulândia (TO),2015,10736
1703008,Babaçulândia (TO),2016,10744
1703008,Babaçulândia (TO),2017,10752
1703008,Babaçulândia (TO),2018,10662
1703008,Babaçulândia (TO),2019,10664
1703008,Babaçulândia (TO),2020,10666
1703008,Babaçulândia (TO),2021,10668
1703057,Bandeirantes do Tocantins (TO),2011,3162
1703057,Bandeirantes do Tocantins (TO),2012,3200
1703057,Bandeirantes do Tocantins (TO),2013,3336
1703057,Bandeirantes do Tocantins (TO),2014,3379
1703057,Bandeirantes do Tocantins (TO),2015,3420
1703057,Bandeirantes do Tocantins (TO),2016,3460
1703057,Bandeirantes do Tocantins (TO),2017,3500
1703057,Bandeirantes do Tocantins (TO),2018,3512
1703057,Bandeirantes do Tocantins (TO),2019,3553
1703057,Bandeirantes do Tocantins (TO),2020,3592
1703057,Bandeirantes do Tocantins (TO),2021,3631
1703073,Barra do Ouro (TO),2011,4165
1703073,Barra do Ouro (TO),2012,4206
1703073,Barra do Ouro (TO),2013,4371
1703073,Barra do Ouro (TO),2014,4416
1703073,Barra do Ouro (TO),2015,4460
1703073,Barra do Ouro (TO),2016,4503
1703073,Barra do Ouro (TO),2017,4544
1703073,Barra do Ouro (TO),2018,4549
1703073,Barra do Ouro (TO),2019,4591
1703073,Barra do Ouro (TO),2020,4632
1703073,Barra do Ouro (TO),2021,4673
1703107,Barrolândia (TO),2011,5370
1703107,Barrolândia (TO),2012,5390
1703107,Barrolândia (TO),2013,5557
1703107,Barrolândia (TO),2014,5579
1703107,Barrolândia (TO),2015,5601
1703107,Barrolândia (TO),2016,5622
1703107,Barrolândia (TO),2017,5643
1703107,Barrolândia (TO),2018,5614
1703107,Barrolândia (TO),2019,5632
1703107,Barrolândia (TO),2020,5651
1703107,Barrolândia (TO),2021,5669
1703206,Bernardo Sayão (TO),2011,4449
1703206,Bernardo Sayão (TO),2012,4442
1703206,Bernardo Sayão (TO),2013,4547
1703206,Bernardo Sayão (TO),2014,4540
1703206,Bernardo Sayão (TO),2015,4532
1703206,Bernardo Sayão (TO),2016,4525
1703206,Bernardo Sayão (TO),2017,4518
1703206,Bernardo Sayão (TO),2018,4469
1703206,Bernardo Sayão (TO),2019,4459
1703206,Bernardo Sayão (TO),2020,4448
1703206,Bernardo Sayão (TO),2021,4439
1703305,Bom Jesus do Tocantins (TO),2011,3879
1703305,Bom Jesus do Tocantins (TO),2012,3987
1703305,Bom Jesus do Tocantins (TO),2013,4241
1703305,Bom Jesus do Tocantins (TO),2014,4361
1703305,Bom Jesus do Tocantins (TO),2015,4477
1703305,Bom Jesus do Tocantins (TO),2016,4590
1703305,Bom Jesus do Tocantins (TO),2017,4700
1703305,Bom Jesus do Tocantins (TO),2018,4779
1703305,Bom Jesus do Tocantins (TO),2019,4894
1703305,Bom Jesus do Tocantins (TO),2020,5008
1703305,Bom Jesus do Tocantins (TO),2021,5120
1703602,Brasilândia do Tocantins (TO),2011,2075
1703602,Brasilândia do Tocantins (TO),2012,2086
1703602,Brasilândia do Tocantins (TO),2013,2154
1703602,Brasilândia do Tocantins (TO),2014,2166
1703602,Brasilândia do Tocantins (TO),2015,2177
1703602,Brasilândia do Tocantins (TO),2016,2188
1703602,Brasilândia do Tocantins (TO),2017,2199
1703602,Brasilândia do Tocantins (TO),2018,2191
1703602,Brasilândia do Tocantins (TO),2019,2201
1703602,Brasilândia do Tocantins (TO),2020,2211
1703602,Brasilândia do Tocantins (TO),2021,2221
1703701,Brejinho de Nazaré (TO),2011,5209
1703701,Brejinho de Nazaré (TO),2012,5232
1703701,Brejinho de Nazaré (TO),2013,5400
1703701,Brejinho de Nazaré (TO),2014,5426
1703701,Brejinho de Nazaré (TO),2015,5451
1703701,Brejinho de Nazaré (TO),2016,5475
1703701,Brejinho de Nazaré (TO),2017,5499
1703701,Brejinho de Nazaré (TO),2018,5475
1703701,Brejinho de Nazaré (TO),2019,5497
1703701,Brejinho de Nazaré (TO),2020,5519
1703701,Brejinho de Nazaré (TO),2021,5540
1703800,Buriti do Tocantins (TO),2011,9916
1703800,Buriti do Tocantins (TO),2012,10059
1703800,Buriti do Tocantins (TO),2013,10522
1703800,Buriti do Tocantins (TO),2014,10681
1703800,Buriti do Tocantins (TO),2015,10837
1703800,Buriti do Tocantins (TO),2016,10988
1703800,Buriti do Tocantins (TO),2017,11135
1703800,Buriti do Tocantins (TO),2018,11197
1703800,Buriti do Tocantins (TO),2019,11348
1703800,Buriti do Tocantins (TO),2020,11497
1703800,Buriti do Tocantins (TO),2021,11644
1703826,Cachoeirinha (TO),2011,2158
1703826,Cachoeirinha (TO),2012,2167
1703826,Cachoeirinha (TO),2013,2236
1703826,Cachoeirinha (TO),2014,2246
1703826,Cachoeirinha (TO),2015,2256
1703826,Cachoeirinha (TO),2016,2266
1703826,Cachoeirinha (TO),2017,2276
1703826,Cachoeirinha (TO),2018,2266
1703826,Cachoeirinha (TO),2019,2275
1703826,Cachoeirinha (TO),2020,2284
1703826,Cachoeirinha (TO),2021,2293
1703842,Campos Lindos (TO),2011,8331
1703842,Campos Lindos (TO),2012,8517
1703842,Campos Lindos (TO),2013,9000
1703842,Campos Lindos (TO),2014,9207
1703842,Campos Lindos (TO),2015,9408
1703842,Campos Lindos (TO),2016,9604
1703842,Campos Lindos (TO),2017,9795
1703842,Campos Lindos (TO),2018,9917
1703842,Campos Lindos (TO),2019,10116
1703842,Campos Lindos (TO),2020,10312
1703842,Campos Lindos (TO),2021,10505
1703867,Cariri do Tocantins (TO),2011,3815
1703867,Cariri do Tocantins (TO),2012,3872
1703867,Cariri do Tocantins (TO),2013,4053
1703867,Cariri do Tocantins (TO),2014,4116
1703867,Cariri do Tocantins (TO),2015,4178
1703867,Cariri do Tocantins (TO),2016,4238
1703867,Cariri do Tocantins (TO),2017,4296
1703867,Cariri do Tocantins (TO),2018,4321
1703867,Cariri do Tocantins (TO),2019,4382
1703867,Cariri do Tocantins (TO),2020,4441
1703867,Cariri do Tocantins (TO),2021,4499
1703883,Carmolândia (TO),2011,2340
1703883,Carmolândia (TO),2012,2363
1703883,Carmolândia (TO),2013,2457
1703883,Carmolândia (TO),2014,2482
1703883,Carmolândia (TO),2015,2507
1703883,Carmolândia (TO),2016,2531
1703883,Carmolândia (TO),2017,2555
1703883,Carmolândia (TO),2018,2556
1703883,Carmolândia (TO),2019,2580
1703883,Carmolândia (TO),2020,2603
1703883,Carmolândia (TO),2021,2627
1703891,Carrasco Bonito (TO),2011,3725
1703891,Carrasco Bonito (TO),2012,3759
1703891,Carrasco Bonito (TO),2013,3906
1703891,Carrasco Bonito (TO),2014,3945
1703891,Carrasco Bonito (TO),2015,3983
1703891,Carrasco Bonito (TO),2016,4019
1703891,Carrasco Bonito (TO),2017,4055
1703891,Carrasco Bonito (TO),2018,4059
1703891,Carrasco Bonito (TO),2019,4095
1703891,Carrasco Bonito (TO),2020,4130
1703891,Carrasco Bonito (TO),2021,4165
1703909,Caseara (TO),2011,4674
1703909,Caseara (TO),2012,4744
1703909,Caseara (TO),2013,4965
1703909,Caseara (TO),2014,5043
1703909,Caseara (TO),2015,5119
1703909,Caseara (TO),2016,5193
1703909,Caseara (TO),2017,5265
1703909,Caseara (TO),2018,5295
1703909,Caseara (TO),2019,5369
1703909,Caseara (TO),2020,5442
1703909,Caseara (TO),2021,5514
1704105,Centenário (TO),2011,2597
1704105,Centenário (TO),2012,2627
1704105,Centenário (TO),2013,2737
1704105,Centenário (TO),2014,2771
1704105,Centenário (TO),2015,2803
1704105,Centenário (TO),2016,2835
1704105,Centenário (TO),2017,2866
1704105,Centenário (TO),2018,2874
1704105,Centenário (TO),2019,2905
1704105,Centenário (TO),2020,2936
1704105,Centenário (TO),2021,2966
1704600,Chapada de Areia (TO),2011,1340
1704600,Chapada de Areia (TO),2012,1345
1704600,Chapada de Areia (TO),2013,1386
1704600,Chapada de Areia (TO),2014,1391
1704600,Chapada de Areia (TO),2015,1397
1704600,Chapada de Areia (TO),2016,1402
1704600,Chapada de Areia (TO),2017,1407
1704600,Chapada de Areia (TO),2018,1401
1704600,Chapada de Areia (TO),2019,1406
1704600,Chapada de Areia (TO),2020,1410
1704600,Chapada de Areia (TO),2021,1415
1705102,Chapada da Natividade (TO),2011,3278
1705102,Chapada da Natividade (TO),2012,3278
1705102,Chapada da Natividade (TO),2013,3362
1705102,Chapada da Natividade (TO),2014,3363
1705102,Chapada da Natividade (TO),2015,3363
1705102,Chapada da Natividade (TO),2016,3363
1705102,Chapada da Natividade (TO),2017,3364
1705102,Chapada da Natividade (TO),2018,3334
1705102,Chapada da Natividade (TO),2019,3333
1705102,Chapada da Natividade (TO),2020,3331
1705102,Chapada da Natividade (TO),2021,3330
1705508,Colinas do Tocantins (TO),2011,31263
1705508,Colinas do Tocantins (TO),2012,31675
1705508,Colinas do Tocantins (TO),2013,33078
1705508,Colinas do Tocantins (TO),2014,33535
1705508,Colinas do Tocantins (TO),2015,33981
1705508,Colinas do Tocantins (TO),2016,34416
1705508,Colinas do Tocantins (TO),2017,34839
1705508,Colinas do Tocantins (TO),2018,34990
1705508,Colinas do Tocantins (TO),2019,35424
1705508,Colinas do Tocantins (TO),2020,35851
1705508,Colinas do Tocantins (TO),2021,36271
1705557,Combinado (TO),2011,4681
1705557,Combinado (TO),2012,4691
1705557,Combinado (TO),2013,4827
1705557,Combinado (TO),2014,4839
1705557,Combinado (TO),2015,4851
1705557,Combinado (TO),2016,4863
1705557,Combinado (TO),2017,4874
1705557,Combinado (TO),2018,4843
1705557,Combinado (TO),2019,4852
1705557,Combinado (TO),2020,4861
1705557,Combinado (TO),2021,4870
1705607,Conceição do Tocantins (TO),2011,4168
1705607,Conceição do Tocantins (TO),2012,4153
1705607,Conceição do Tocantins (TO),2013,4240
1705607,Conceição do Tocantins (TO),2014,4224
1705607,Conceição do Tocantins (TO),2015,4209
1705607,Conceição do Tocantins (TO),2016,4194
1705607,Conceição do Tocantins (TO),2017,4179
1705607,Conceição do Tocantins (TO),2018,4124
1705607,Conceição do Tocantins (TO),2019,4105
1705607,Conceição do Tocantins (TO),2020,4087
1705607,Conceição do Tocantins (TO),2021,4070
1706001,Couto Magalhães (TO),2011,5061
1706001,Couto Magalhães (TO),2012,5111
1706001,Couto Magalhães (TO),2013,5314
1706001,Couto Magalhães (TO),2014,5370
1706001,Couto Magalhães (TO),2015,5424
1706001,Couto Magalhães (TO),2016,5477
1706001,Couto Magalhães (TO),2017,5529
1706001,Couto Magalhães (TO),2018,5536
1706001,Couto Magalhães (TO),2019,5588
1706001,Couto Magalhães (TO),2020,5639
1706001,Couto Magalhães (TO),2021,5690
1706100,Cristalândia (TO),2011,7228
1706100,Cristalândia (TO),2012,7222
1706100,Cristalândia (TO),2013,7399
1706100,Cristalândia (TO),2014,7393
1706100,Cristalândia (TO),2015,7386
1706100,Cristalândia (TO),2016,7380
1706100,Cristalândia (TO),2017,7374
1706100,Cristalândia (TO),2018,7300
1706100,Cristalândia (TO),2019,7289
1706100,Cristalândia (TO),2020,7278
1706100,Cristalândia (TO),2021,7268
1706258,Crixás do Tocantins (TO),2011,1578
1706258,Crixás do Tocantins (TO),2012,1592
1706258,Crixás do Tocantins (TO),2013,1651
1706258,Crixás do Tocantins (TO),2014,1666
1706258,Crixás do Tocantins (TO),2015,1680
1706258,Crixás do Tocantins (TO),2016,1694
1706258,Crixás do Tocantins (TO),2017,1708
1706258,Crixás do Tocantins (TO),2018,1708
1706258,Crixás do Tocantins (TO),2019,1722
1706258,Crixás do Tocantins (TO),2020,1735
1706258,Crixás do Tocantins (TO),2021,1749
1706506,Darcinópolis (TO),2011,5350
1706506,Darcinópolis (TO),2012,5425
1706506,Darcinópolis (TO),2013,5670
1706506,Darcinópolis (TO),2014,5753
1706506,Darcinópolis (TO),2015,5833
1706506,Darcinópolis (TO),2016,5912
1706506,Darcinópolis (TO),2017,5988
1706506,Darcinópolis (TO),2018,6018
1706506,Darcinópolis (TO),2019,6097
1706506,Darcinópolis (TO),2020,6174
1706506,Darcinópolis (TO),2021,6250
1707009,Dianópolis (TO),2011,19395
1707009,Dianópolis (TO),2012,19669
1707009,Dianópolis (TO),2013,20566
1707009,Dianópolis (TO),2014,20870
1707009,Dianópolis (TO),2015,21167
1707009,Dianópolis (TO),2016,21457
1707009,Dianópolis (TO),2017,21738
1707009,Dianópolis (TO),2018,21850
1707009,Dianópolis (TO),2019,22139
1707009,Dianópolis (TO),2020,22424
1707009,Dianópolis (TO),2021,22704
1707108,Divinópolis do Tocantins (TO),2011,6409
1707108,Divinópolis do Tocantins (TO),2012,6452
1707108,Divinópolis do Tocantins (TO),2013,6681
1707108,Divinópolis do Tocantins (TO),2014,6729
1707108,Divinópolis do Tocantins (TO),2015,6777
1707108,Divinópolis do Tocantins (TO),2016,6823
1707108,Divinópolis do Tocantins (TO),2017,6868
1707108,Divinópolis do Tocantins (TO),2018,6856
1707108,Divinópolis do Tocantins (TO),2019,6900
1707108,Divinópolis do Tocantins (TO),2020,6943
1707108,Divinópolis do Tocantins (TO),2021,6986
1707207,Dois Irmãos do Tocantins (TO),2011,7153
1707207,Dois Irmãos do Tocantins (TO),2012,7145
1707207,Dois Irmãos do Tocantins (TO),2013,7319
1707207,Dois Irmãos do Tocantins (TO),2014,7311
1707207,Dois Irmãos do Tocantins (TO),2015,7302
1707207,Dois Irmãos do Tocantins (TO),2016,7294
1707207,Dois Irmãos do Tocantins (TO),2017,7286
1707207,Dois Irmãos do Tocantins (TO),2018,7211
1707207,Dois Irmãos do Tocantins (TO),2019,7198
1707207,Dois Irmãos do Tocantins (TO),2020,7185
1707207,Dois Irmãos do Tocantins (TO),2021,7173
1707306,Dueré (TO),2011,4595
1707306,Dueré (TO),2012,4597
1707306,Dueré (TO),2013,4718
1707306,Dueré (TO),2014,4720
1707306,Dueré (TO),2015,4722
1707306,Dueré (TO),2016,4725
1707306,Dueré (TO),2017,4727
1707306,Dueré (TO),2018,4687
1707306,Dueré (TO),2019,4686
1707306,Dueré (TO),2020,4686
1707306,Dueré (TO),2021,4686
1707405,Esperantina (TO),2011,9619
1707405,Esperantina (TO),2012,9756
1707405,Esperantina (TO),2013,10203
1707405,Esperantina (TO),2014,10356
1707405,Esperantina (TO),2015,10506
1707405,Esperantina (TO),2016,10651
1707405,Esperantina (TO),2017,10793
1707405,Esperantina (TO),2018,10851
1707405,Esperantina (TO),2019,10996
1707405,Esperantina (TO),2020,11139
1707405,Esperantina (TO),2021,11280
1707553,Fátima (TO),2011,3802
1707553,Fátima (TO),2012,3799
1707553,Fátima (TO),2013,3892
1707553,Fátima (TO),2014,3889
1707553,Fátima (TO),2015,3886
1707553,Fátima (TO),2016,3882
1707553,Fátima (TO),2017,3879
1707553,Fátima (TO),2018,3841
1707553,Fátima (TO),2019,3835
1707553,Fátima (TO),2020,3830
1707553,Fátima (TO),2021,3824
1707652,Figueirópolis (TO),2011,5323
1707652,Figueirópolis (TO),2012,5307
1707652,Figueirópolis (TO),2013,5421
1707652,Figueirópolis (TO),2014,5403
1707652,Figueirópolis (TO),2015,5386
1707652,Figueirópolis (TO),2016,5369
1707652,Figueirópolis (TO),2017,5352
1707652,Figueirópolis (TO),2018,5284
1707652,Figueirópolis (TO),2019,5263
1707652,Figueirópolis (TO),2020,5243
1707652,Figueirópolis (TO),2021,5222
1707702,Filadélfia (TO),2011,8528
1707702,Filadélfia (TO),2012,8549
1707702,Filadélfia (TO),2013,8800
1707702,Filadélfia (TO),2014,8824
1707702,Filadélfia (TO),2015,8848
1707702,Filadélfia (TO),2016,8871
1707702,Filadélfia (TO),2017,8893
1707702,Filadélfia (TO),2018,8837
1707702,Filadélfia (TO),2019,8856
1707702,Filadélfia (TO),2020,8874
1707702,Filadélfia (TO),2021,8892
1708205,Formoso do Araguaia (TO),2011,18398
1708205,Formoso do Araguaia (TO),2012,18369
1708205,Formoso do Araguaia (TO),2013,18804
1708205,Formoso do Araguaia (TO),2014,18773
1708205,Formoso do Araguaia (TO),2015,18742
1708205,Formoso do Araguaia (TO),2016,18713
1708205,Formoso do Araguaia (TO),2017,18684
1708205,Formoso do Araguaia (TO),2018,18482
1708205,Formoso do Araguaia (TO),2019,18440
1708205,Formoso do Araguaia (TO),2020,18399
1708205,Formoso do Araguaia (TO),2021,18358
1708254,Fortaleza do Tabocão (TO),2011,2433
1708254,Fortaleza do Tabocão (TO),2012,2446
1708254,Fortaleza do Tabocão (TO),2013,2527
1708254,Fortaleza do Tabocão (TO),2014,2542
1708254,Fortaleza do Tabocão (TO),2015,2556
1708254,Fortaleza do Tabocão (TO),2016,2570
1708254,Fortaleza do Tabocão (TO),2017,2584
1708254,Fortaleza do Tabocão (TO),2018,2576
1708254,Fortaleza do Tabocão (TO),2019,2589
1708254,Fortaleza do Tabocão (TO),2020,2602
1708254,Fortaleza do Tabocão (TO),2021,2615
1708304,Goianorte (TO),2011,4965
1708304,Goianorte (TO),2012,4974
1708304,Goianorte (TO),2013,5115
1708304,Goianorte (TO),2014,5125
1708304,Goianorte (TO),2015,5135
1708304,Goianorte (TO),2016,5144
1708304,Goianorte (TO),2017,5153
1708304,Goianorte (TO),2018,5116
1708304,Goianorte (TO),2019,5123
1708304,Goianorte (TO),2020,5130
1708304,Goianorte (TO),2021,5136
1709005,Goiatins (TO),2011,12143
1709005,Goiatins (TO),2012,12220
1709005,Goiatins (TO),2013,12644
1709005,Goiatins (TO),2014,12730
1709005,Goiatins (TO),2015,12813
1709005,Goiatins (TO),2016,12894
1709005,Goiatins (TO),2017,12973
1709005,Goiatins (TO),2018,12942
1709005,Goiatins (TO),2019,13019
1709005,Goiatins (TO),2020,13095
1709005,Goiatins (TO),2021,13169
1709302,Guaraí (TO),2011,23445
1709302,Guaraí (TO),2012,23681
1709302,Guaraí (TO),2013,24629
1709302,Guaraí (TO),2014,24892
1709302,Guaraí (TO),2015,25149
1709302,Guaraí (TO),2016,25399
1709302,Guaraí (TO),2017,25642
1709302,Guaraí (TO),2018,25677
1709302,Guaraí (TO),2019,25923
1709302,Guaraí (TO),2020,26165
1709302,Guaraí (TO),2021,26403
1709500,Gurupi (TO),2011,77655
1709500,Gurupi (TO),2012,78525
1709500,Gurupi (TO),2013,81792
1709500,Gurupi (TO),2014,82762
1709500,Gurupi (TO),2015,83707
1709500,Gurupi (TO),2016,84628
1709500,Gurupi (TO),2017,85523
1709500,Gurupi (TO),2018,85737
1709500,Gurupi (TO),2019,86647
1709500,Gurupi (TO),2020,87545
1709500,Gurupi (TO),2021,88428
1709807,Ipueiras (TO),2011,1676
1709807,Ipueiras (TO),2012,1711
1709807,Ipueiras (TO),2013,1804
1709807,Ipueiras (TO),2014,1843
1709807,Ipueiras (TO),2015,1881
1709807,Ipueiras (TO),2016,1918
1709807,Ipueiras (TO),2017,1955
1709807,Ipueiras (TO),2018,1977
1709807,Ipueiras (TO),2019,2015
1709807,Ipueiras (TO),2020,2052
1709807,Ipueiras (TO),2021,2088
1710508,Itacajá (TO),2011,7127
1710508,Itacajá (TO),2012,7148
1710508,Itacajá (TO),2013,7363
1710508,Itacajá (TO),2014,7388
1710508,Itacajá (TO),2015,7411
1710508,Itacajá (TO),2016,7434
1710508,Itacajá (TO),2017,7456
1710508,Itacajá (TO),2018,7414
1710508,Itacajá (TO),2019,7433
1710508,Itacajá (TO),2020,7452
1710508,Itacajá (TO),2021,7471
1710706,Itaguatins (TO),2011,6002
1710706,Itaguatins (TO),2012,5976
1710706,Itaguatins (TO),2013,6092
1710706,Itaguatins (TO),2014,6063
1710706,Itaguatins (TO),2015,6035
1710706,Itaguatins (TO),2016,6007
1710706,Itaguatins (TO),2017,5980
1710706,Itaguatins (TO),2018,5896
1710706,Itaguatins (TO),2019,5864
1710706,Itaguatins (TO),2020,5832
1710706,Itaguatins (TO),2021,5801
1710904,Itapiratins (TO),2011,3552
1710904,Itapiratins (TO),2012,3571
1710904,Itapiratins (TO),2013,3690
1710904,Itapiratins (TO),2014,3711
1710904,Itapiratins (TO),2015,3732
1710904,Itapiratins (TO),2016,3752
1710904,Itapiratins (TO),2017,3772
1710904,Itapiratins (TO),2018,3758
1710904,Itapiratins (TO),2019,3777
1710904,Itapiratins (TO),2020,3795
1710904,Itapiratins (TO),2021,3814
1711100,Itaporã do Tocantins (TO),2011,2440
1711100,Itaporã do Tocantins (TO),2012,2434
1711100,Itaporã do Tocantins (TO),2013,2488
1711100,Itaporã do Tocantins (TO),2014,2482
1711100,Itaporã do Tocantins (TO),2015,2476
1711100,Itaporã do Tocantins (TO),2016,2470
1711100,Itaporã do Tocantins (TO),2017,2465
1711100,Itaporã do Tocantins (TO),2018,2435
1711100,Itaporã do Tocantins (TO),2019,2427
1711100,Itaporã do Tocantins (TO),2020,2420
1711100,Itaporã do Tocantins (TO),2021,2412
1711506,Jaú do Tocantins (TO),2011,3537
1711506,Jaú do Tocantins (TO),2012,3566
1711506,Jaú do Tocantins (TO),2013,3698
1711506,Jaú do Tocantins (TO),2014,3730
1711506,Jaú do Tocantins (TO),2015,3761
1711506,Jaú do Tocantins (TO),2016,3791
1711506,Jaú do Tocantins (TO),2017,3821
1711506,Jaú do Tocantins (TO),2018,3819
