id,year,cob_bf,p_ab_lp,ubs_p_100_h
3300225,2017,69.75,67.27,"0,41"
3300225,2018,,,"0,40"
3300225,2019,,,"0,40"
3300225,2020,,,"0,40"
3300233,2010,,,
3300233,2011,,,
3300233,2012,,,
3300233,2013,,,
3300233,2014,,,
3300233,2015,62.07,56.52,"0,39"
3300233,2016,57.51,52.72,"0,38"
3300233,2017,58.97,56.04,"0,47"
3300233,2018,,,"0,42"
3300233,2019,,,"0,41"
3300233,2020,,,"0,41"
3300258,2010,,,
3300258,2011,,,
3300258,2012,,,
3300258,2013,,,
3300258,2014,,,
3300258,2015,52.53,65.56,"0,28"
3300258,2016,57.22,64.43,"0,28"
3300258,2017,52.29,50.43,"0,27"
3300258,2018,,,"0,27"
3300258,2019,,,"0,26"
3300258,2020,,,"0,29"
3300308,2010,,,
3300308,2011,,,
3300308,2012,,,
3300308,2013,,,
3300308,2014,,,
3300308,2015,66.34,72.25,"0,28"
3300308,2016,67,70.29,"0,28"
3300308,2017,61.75,66.04,"0,25"
3300308,2018,,,"0,24"
3300308,2019,,,"0,24"
3300308,2020,,,"0,24"
3300407,2010,,,
3300407,2011,,,
3300407,2012,,,
3300407,2013,,,
3300407,2014,,,
3300407,2015,69.39,71.25,"0,23"
3300407,2016,67.61,74.1,"0,23"
3300407,2017,66.9,73.77,"0,22"
3300407,2018,,,"0,22"
3300407,2019,,,"0,21"
3300407,2020,,,"0,22"
3300456,2010,,,
3300456,2011,,,
3300456,2012,,,
3300456,2013,,,
3300456,2014,,,
3300456,2015,74.3,76.55,"0,06"
3300456,2016,72.34,73.33,"0,06"
3300456,2017,75,76.1,"0,07"
3300456,2018,,,"0,06"
3300456,2019,,,"0,07"
3300456,2020,,,"0,08"
3300506,2010,,,
3300506,2011,,,
3300506,2012,,,
3300506,2013,,,
3300506,2014,,,
3300506,2015,62.18,67.49,"0,30"
3300506,2016,58.62,62.75,"0,27"
3300506,2017,61.54,61.27,"0,38"
3300506,2018,,,"0,37"
3300506,2019,,,"0,36"
3300506,2020,,,"0,33"
3300605,2010,,,
3300605,2011,,,
3300605,2012,,,
3300605,2013,,,
3300605,2014,,,
3300605,2015,70.15,75.08,"0,50"
3300605,2016,64.97,66.2,"0,50"
3300605,2017,59.55,58.66,"0,36"
3300605,2018,,,"0,35"
3300605,2019,,,"0,35"
3300605,2020,,,"0,40"
3300704,2010,,,
3300704,2011,,,
3300704,2012,,,
3300704,2013,,,
3300704,2014,,,
3300704,2015,68.51,66.62,"0,02"
3300704,2016,63.06,67.78,"0,02"
3300704,2017,65.08,65.34,"0,02"
3300704,2018,,,"0,02"
3300704,2019,,,"0,02"
3300704,2020,,,"0,02"
3300803,2010,,,
3300803,2011,,,
3300803,2012,,,
3300803,2013,,,
3300803,2014,,,
3300803,2015,74.73,55.28,"0,37"
3300803,2016,72.54,51.76,"0,37"
3300803,2017,73.21,54.39,"0,39"
3300803,2018,,,"0,39"
3300803,2019,,,"0,31"
3300803,2020,,,"0,34"
3300902,2010,,,
3300902,2011,,,
3300902,2012,,,
3300902,2013,,,
3300902,2014,,,
3300902,2015,66.43,72.25,"0,34"
3300902,2016,68.33,69.73,"0,34"
3300902,2017,63.26,64.91,"0,33"
3300902,2018,,,"0,32"
3300902,2019,,,"0,32"
3300902,2020,,,"0,32"
3300936,2010,,,
3300936,2011,,,
3300936,2012,,,
3300936,2013,,,
3300936,2014,,,
3300936,2015,62.04,48.16,"0,00"
3300936,2016,67.1,48.97,"0,00"
3300936,2017,73.03,54.26,"0,00"
3300936,2018,,,"0,00"
3300936,2019,,,"0,00"
3300936,2020,,,"0,24"
3300951,2010,,,
3300951,2011,,,
3300951,2012,,,
3300951,2013,,,
3300951,2014,,,
3300951,2015,55.86,67.12,"0,24"
3300951,2016,52.38,65.02,"0,24"
3300951,2017,53.07,63.59,"0,48"
3300951,2018,,,"0,47"
3300951,2019,,,"0,47"
3300951,2020,,,"0,47"
3301009,2010,,,
3301009,2011,,,
3301009,2012,,,
3301009,2013,,,
3301009,2014,,,
3301009,2015,69.04,76.57,"0,15"
3301009,2016,75,78.72,"0,15"
3301009,2017,73.92,75.47,"0,15"
3301009,2018,,,"0,15"
3301009,2019,,,"0,14"
3301009,2020,,,"0,14"
3301108,2010,,,
3301108,2011,,,
3301108,2012,,,
3301108,2013,,,
3301108,2014,,,
3301108,2015,67.16,61.43,"0,41"
3301108,2016,62.97,58.48,"0,41"
3301108,2017,57.04,56.28,"0,41"
3301108,2018,,,"0,40"
3301108,2019,,,"0,40"
3301108,2020,,,"0,05"
3301157,2010,,,
3301157,2011,,,
3301157,2012,,,
3301157,2013,,,
3301157,2014,,,
3301157,2015,68,76.37,"0,56"
3301157,2016,68.64,74.1,"0,64"
3301157,2017,70.76,71.63,"0,48"
3301157,2018,,,"0,39"
3301157,2019,,,"0,39"
3301157,2020,,,"0,55"
3301207,2010,,,
3301207,2011,,,
3301207,2012,,,
3301207,2013,,,
3301207,2014,,,
3301207,2015,71.09,75.87,"0,28"
3301207,2016,67.89,75.58,"0,27"
3301207,2017,71.81,69.79,"0,27"
3301207,2018,,,"0,32"
3301207,2019,,,"0,32"
3301207,2020,,,"0,32"
3301306,2010,,,
3301306,2011,,,
3301306,2012,,,
3301306,2013,,,
3301306,2014,,,
3301306,2015,69.61,70.46,"0,27"
3301306,2016,66.29,69.08,"0,29"
3301306,2017,66.67,69.11,"0,29"
3301306,2018,,,"0,28"
3301306,2019,,,"0,27"
3301306,2020,,,"0,27"
3301405,2010,,,
3301405,2011,,,
3301405,2012,,,
3301405,2013,,,
3301405,2014,,,
3301405,2015,72.08,76.15,"0,09"
3301405,2016,70,69.63,"0,09"
3301405,2017,72.41,68.17,"0,09"
3301405,2018,,,"0,09"
3301405,2019,,,"0,13"
3301405,2020,,,"0,17"
3301504,2010,,,
3301504,2011,,,
3301504,2012,,,
3301504,2013,,,
3301504,2014,,,
3301504,2015,54.18,52.78,"0,29"
3301504,2016,53.07,55.32,"0,33"
3301504,2017,56.42,59.34,"0,33"
3301504,2018,,,"0,32"
3301504,2019,,,"0,32"
3301504,2020,,,"0,32"
3301603,2010,,,
3301603,2011,,,
3301603,2012,,,
3301603,2013,,,
3301603,2014,,,
3301603,2015,69.22,78.04,"0,36"
3301603,2016,68.03,75.02,"0,36"
3301603,2017,69.04,72.37,"0,36"
3301603,2018,,,"0,35"
3301603,2019,,,"0,35"
3301603,2020,,,"0,52"
3301702,2010,,,
3301702,2011,,,
3301702,2012,,,
3301702,2013,,,
3301702,2014,,,
3301702,2015,71.97,74.48,"0,04"
3301702,2016,67.4,67.01,"0,05"
3301702,2017,69.33,69.96,"0,05"
3301702,2018,,,"0,05"
3301702,2019,,,"0,05"
3301702,2020,,,"0,05"
3301801,2010,,,
3301801,2011,,,
3301801,2012,,,
3301801,2013,,,
3301801,2014,,,
3301801,2015,62.84,68.82,"0,44"
3301801,2016,64.91,70.27,"0,44"
3301801,2017,71.43,73.91,"0,44"
3301801,2018,,,"0,43"
3301801,2019,,,"0,43"
3301801,2020,,,"0,43"
3301850,2010,,,
3301850,2011,,,
3301850,2012,,,
3301850,2013,,,
3301850,2014,,,
3301850,2015,69.36,70.48,"0,02"
3301850,2016,64.99,70.08,"0,04"
3301850,2017,69.21,71.01,"0,00"
3301850,2018,,,"0,00"
3301850,2019,,,"0,07"
3301850,2020,,,"0,07"
3301876,2010,,,
3301876,2011,,,
3301876,2012,,,
3301876,2013,,,
3301876,2014,,,
3301876,2015,70.16,77.87,"0,35"
3301876,2016,68.73,71.66,"0,34"
3301876,2017,68.87,66.58,"0,33"
3301876,2018,,,"0,32"
3301876,2019,,,"0,28"
3301876,2020,,,"0,28"
3301900,2010,,,
3301900,2011,,,
3301900,2012,,,
3301900,2013,,,
3301900,2014,,,
3301900,2015,75.74,79.87,"0,20"
3301900,2016,77.97,79.38,"0,20"
3301900,2017,78.78,77.46,"0,19"
3301900,2018,,,"0,17"
3301900,2019,,,"0,17"
3301900,2020,,,"0,16"
3302007,2010,,,
3302007,2011,,,
3302007,2012,,,
3302007,2013,,,
3302007,2014,,,
3302007,2015,74.42,73.97,"0,19"
3302007,2016,73.34,75.26,"0,18"
3302007,2017,73.76,76.04,"0,18"
3302007,2018,,,"0,20"
3302007,2019,,,"0,18"
3302007,2020,,,"0,19"
3302056,2010,,,
3302056,2011,,,
3302056,2012,,,
3302056,2013,,,
3302056,2014,,,
3302056,2015,64.35,66.75,"0,21"
3302056,2016,69.28,65.71,"0,27"
3302056,2017,71.94,68.24,"0,27"
3302056,2018,,,"0,27"
3302056,2019,,,"0,26"
3302056,2020,,,"0,00"
3302106,2010,,,
3302106,2011,,,
3302106,2012,,,
3302106,2013,,,
3302106,2014,,,
3302106,2015,52.28,53.05,"0,18"
3302106,2016,47.51,52.15,"0,18"
3302106,2017,49.3,46.64,"0,18"
3302106,2018,,,"0,17"
3302106,2019,,,"0,17"
3302106,2020,,,"0,17"
3302205,2010,,,
3302205,2011,,,
3302205,2012,,,
3302205,2013,,,
3302205,2014,,,
3302205,2015,53.93,54.71,"0,20"
3302205,2016,48.6,50.64,"0,22"
3302205,2017,47.68,49.26,"0,22"
3302205,2018,,,"0,22"
3302205,2019,,,"0,22"
3302205,2020,,,"0,22"
3302254,2010,,,
3302254,2011,,,
3302254,2012,,,
3302254,2013,,,
3302254,2014,,,
3302254,2015,61.01,76.17,"0,30"
3302254,2016,56.41,66.03,"0,30"
3302254,2017,63.11,68.93,"0,29"
3302254,2018,,,"0,29"
3302254,2019,,,"0,28"
3302254,2020,,,"0,28"
3302270,2010,,,
3302270,2011,,,
3302270,2012,,,
3302270,2013,,,
3302270,2014,,,
3302270,2015,73.93,74.8,"0,14"
3302270,2016,75.27,75.88,"0,12"
3302270,2017,79.26,74.13,"0,11"
3302270,2018,,,"0,11"
3302270,2019,,,"0,11"
3302270,2020,,,"0,11"
3302304,2010,,,
3302304,2011,,,
3302304,2012,,,
3302304,2013,,,
3302304,2014,,,
3302304,2015,76.95,79.69,"0,55"
3302304,2016,73.57,80.44,"0,55"
3302304,2017,69.65,71.64,"0,55"
3302304,2018,,,"0,54"
3302304,2019,,,"0,54"
3302304,2020,,,"0,55"
3302403,2010,,,
3302403,2011,,,
3302403,2012,,,
3302403,2013,,,
3302403,2014,,,
3302403,2015,55.56,57.72,"0,18"
3302403,2016,57.45,59.52,"0,17"
3302403,2017,63.42,64.73,"0,17"
3302403,2018,,,"0,17"
3302403,2019,,,"0,17"
3302403,2020,,,"0,17"
3302452,2010,,,
3302452,2011,,,
3302452,2012,,,
3302452,2013,,,
3302452,2014,,,
3302452,2015,47.28,53.21,"0,37"
3302452,2016,42.89,46,"0,37"
3302452,2017,40.91,44.01,"0,55"
3302452,2018,,,"0,54"
3302452,2019,,,"0,54"
3302452,2020,,,"0,53"
3302502,2010,,,
3302502,2011,,,
3302502,2012,,,
3302502,2013,,,
3302502,2014,,,
3302502,2015,71.77,71.22,"0,24"
3302502,2016,66.55,69.68,"0,24"
3302502,2017,67.56,68.39,"0,17"
3302502,2018,,,"0,17"
3302502,2019,,,"0,17"
3302502,2020,,,"0,17"
3302601,2010,,,
3302601,2011,,,
3302601,2012,,,
3302601,2013,,,
3302601,2014,,,
3302601,2015,66.88,58.4,"0,42"
3302601,2016,62.71,55.14,"0,43"
3302601,2017,61.5,55.34,"0,42"
3302601,2018,,,"0,41"
3302601,2019,,,"0,41"
3302601,2020,,,"0,40"
3302700,2010,,,
3302700,2011,,,
3302700,2012,,,
3302700,2013,,,
3302700,2014,,,
3302700,2015,54.65,54.6,"0,14"
3302700,2016,45.35,48.31,"0,15"
3302700,2017,45.76,48.41,"0,16"
3302700,2018,,,"0,15"
3302700,2019,,,"0,13"
3302700,2020,,,"0,13"
3302809,2010,,,
3302809,2011,,,
3302809,2012,,,
3302809,2013,,,
3302809,2014,,,
3302809,2015,62.95,64.47,"0,66"
3302809,2016,61.52,63.75,"0,39"
3302809,2017,60.41,63.04,"0,66"
3302809,2018,,,"0,65"
3302809,2019,,,"0,65"
3302809,2020,,,"0,70"
3302858,2010,,,
3302858,2011,,,
3302858,2012,,,
3302858,2013,,,
3302858,2014,,,
3302858,2015,75.34,80.01,"0,14"
3302858,2016,69.84,73.85,"0,13"
3302858,2017,72.68,70.59,"0,14"
3302858,2018,,,"0,12"
3302858,2019,,,"0,10"
3302858,2020,,,"0,09"
3302908,2010,,,
3302908,2011,,,
3302908,2012,,,
3302908,2013,,,
3302908,2014,,,
3302908,2015,68.03,74.82,"0,08"
3302908,2016,65.39,71.54,"0,12"
3302908,2017,63.63,62.92,"0,12"
3302908,2018,,,"0,12"
3302908,2019,,,"0,47"
3302908,2020,,,"0,47"
3303005,2010,,,
3303005,2011,,,
3303005,2012,,,
3303005,2013,,,
3303005,2014,,,
3303005,2015,70.02,71.63,"0,38"
3303005,2016,73.51,70.41,"0,38"
3303005,2017,69.89,68.72,"0,38"
3303005,2018,,,"0,40"
3303005,2019,,,"0,41"
3303005,2020,,,"0,41"
3303104,2010,,,
3303104,2011,,,
3303104,2012,,,
3303104,2013,,,
3303104,2014,,,
3303104,2015,69.42,72.5,"0,47"
3303104,2016,70.12,70.79,"0,47"
3303104,2017,64.35,65.37,"0,47"
3303104,2018,,,"0,46"
3303104,2019,,,"0,46"
3303104,2020,,,"0,46"
3303203,2010,,,
3303203,2011,,,
3303203,2012,,,
3303203,2013,,,
3303203,2014,,,
3303203,2015,79.79,77.04,"0,07"
3303203,2016,76.09,71.18,"0,07"
3303203,2017,78.75,71.19,"0,07"
3303203,2018,,,"0,08"
3303203,2019,,,"0,07"
3303203,2020,,,"0,07"
3303302,2010,,,
3303302,2011,,,
3303302,2012,,,
3303302,2013,,,
3303302,2014,,,
3303302,2015,69.92,75.2,"0,03"
3303302,2016,68.67,72.44,"0,03"
3303302,2017,68.92,72.53,"0,03"
3303302,2018,,,"0,04"
3303302,2019,,,"0,03"
3303302,2020,,,"0,03"
3303401,2010,,,
3303401,2011,,,
3303401,2012,,,
3303401,2013,,,
3303401,2014,,,
3303401,2015,58.93,56.9,"0,11"
3303401,2016,56.49,56.16,"0,12"
3303401,2017,58.68,59.51,"0,12"
3303401,2018,,,"0,12"
3303401,2019,,,"0,13"
3303401,2020,,,"0,13"
3303500,2010,,,
3303500,2011,,,
3303500,2012,,,
3303500,2013,,,
3303500,2014,,,
3303500,2015,75.85,76.08,"0,03"
3303500,2016,74.54,70.97,"0,04"
3303500,2017,73.43,69.7,"0,06"
3303500,2018,,,"0,07"
3303500,2019,,,"0,07"
3303500,2020,,,"0,03"
3303609,2010,,,
3303609,2011,,,
3303609,2012,,,
3303609,2013,,,
3303609,2014,,,
3303609,2015,76.66,80.26,"0,22"
3303609,2016,76.58,67.72,"0,26"
3303609,2017,79.19,60.15,"0,24"
3303609,2018,,,"0,23"
3303609,2019,,,"0,23"
3303609,2020,,,"0,23"
3303708,2010,,,
3303708,2011,,,
3303708,2012,,,
3303708,2013,,,
3303708,2014,,,
3303708,2015,68.59,68.06,"0,43"
3303708,2016,61.97,62.44,"0,45"
3303708,2017,62.98,60.17,"0,42"
3303708,2018,,,"0,41"
3303708,2019,,,"0,41"
3303708,2020,,,"0,49"
3303807,2010,,,
3303807,2011,,,
3303807,2012,,,
3303807,2013,,,
3303807,2014,,,
3303807,2015,64.17,60.97,"0,20"
3303807,2016,56.44,53.79,"0,22"
3303807,2017,53.1,54.71,"0,22"
3303807,2018,,,"0,21"
3303807,2019,,,"0,23"
3303807,2020,,,"0,16"
3303856,2010,,,
3303856,2011,,,
3303856,2012,,,
3303856,2013,,,
3303856,2014,,,
3303856,2015,76.25,79.07,"0,22"
3303856,2016,68.93,72.76,"0,22"
3303856,2017,68.6,70.52,"0,26"
3303856,2018,,,"0,25"
3303856,2019,,,"0,32"
3303856,2020,,,"0,32"
3303906,2010,,,
3303906,2011,,,
3303906,2012,,,
3303906,2013,,,
3303906,2014,,,
3303906,2015,65.39,69.67,"0,14"
3303906,2016,60.36,65.53,"0,14"
3303906,2017,55.64,59.57,"0,14"
3303906,2018,,,"0,14"
3303906,2019,,,"0,13"
3303906,2020,,,"0,14"
3303955,2010,,,
3303955,2011,,,
3303955,2012,,,
3303955,2013,,,
3303955,2014,,,
3303955,2015,70.75,72.78,"0,34"
3303955,2016,68.97,72.09,"0,33"
3303955,2017,70.34,71.66,"0,33"
3303955,2018,,,"0,32"
3303955,2019,,,"0,36"
3303955,2020,,,"0,39"
3304003,2010,,,
3304003,2011,,,
3304003,2012,,,
3304003,2013,,,
3304003,2014,,,
3304003,2015,70.71,73.66,"0,36"
3304003,2016,70.11,72.61,"0,36"
3304003,2017,72.77,74.44,"0,35"
3304003,2018,,,"0,35"
3304003,2019,,,"0,34"
3304003,2020,,,"0,34"
3304102,2010,,,
3304102,2011,,,
3304102,2012,,,
3304102,2013,,,
3304102,2014,,,
3304102,2015,70.72,70.81,"0,50"
3304102,2016,64.6,66.38,"0,44"
3304102,2017,57.93,57.91,"0,44"
3304102,2018,,,"0,43"
3304102,2019,,,"0,42"
3304102,2020,,,"0,42"
3304110,2010,,,
3304110,2011,,,
3304110,2012,,,
3304110,2013,,,
3304110,2014,,,
3304110,2015,60.29,66.5,"0,38"
3304110,2016,65.01,72.25,"0,38"
3304110,2017,69.57,73.84,"0,37"
3304110,2018,,,"0,36"
3304110,2019,,,"0,36"
3304110,2020,,,"0,35"
3304128,2010,,,
3304128,2011,,,
3304128,2012,,,
3304128,2013,,,
3304128,2014,,,
3304128,2015,69.38,71.19,"0,30"
3304128,2016,66.26,69.41,"0,29"
3304128,2017,61.24,62.68,"0,29"
3304128,2018,,,"0,28"
3304128,2019,,,"0,28"
3304128,2020,,,"0,28"
3304144,2010,,,
3304144,2011,,,
3304144,2012,,,
3304144,2013,,,
3304144,2014,,,
3304144,2015,75.24,74.24,"0,10"
3304144,2016,68.39,68.7,"0,13"
3304144,2017,70.3,70.09,"0,12"
3304144,2018,,,"0,11"
3304144,2019,,,"0,11"
3304144,2020,,,"0,11"
3304151,2010,,,
3304151,2011,,,
3304151,2012,,,
3304151,2013,,,
3304151,2014,,,
3304151,2015,64.54,65.63,"0,35"
3304151,2016,55.9,61.32,"0,39"
3304151,2017,57.26,61.4,"0,38"
3304151,2018,,,"0,37"
3304151,2019,,,"0,36"
3304151,2020,,,"0,36"
3304201,2010,,,
3304201,2011,,,
3304201,2012,,,
3304201,2013,,,
3304201,2014,,,
3304201,2015,41.52,40.43,"0,22"
3304201,2016,40.31,42.43,"0,22"
3304201,2017,40.81,44.93,"0,22"
3304201,2018,,,"0,22"
3304201,2019,,,"0,21"
3304201,2020,,,"0,21"
3304300,2010,,,
3304300,2011,,,
3304300,2012,,,
3304300,2013,,,
3304300,2014,,,
3304300,2015,68.48,67.67,"0,31"
3304300,2016,63.94,61.69,"0,31"
3304300,2017,64.6,65.29,"0,31"
3304300,2018,,,"0,30"
3304300,2019,,,"0,32"
3304300,2020,,,"0,30"
3304409,2010,,,
3304409,2011,,,
3304409,2012,,,
3304409,2013,,,
3304409,2014,,,
3304409,2015,54.73,63.35,"0,51"
3304409,2016,58.33,68.34,"0,56"
3304409,2017,62.43,72.04,"0,56"
3304409,2018,,,"0,54"
3304409,2019,,,"0,49"
3304409,2020,,,"0,48"
3304508,2010,,,
3304508,2011,,,
3304508,2012,,,
3304508,2013,,,
3304508,2014,,,
3304508,2015,61.82,73.13,"0,45"
3304508,2016,64.91,71.37,"0,45"
3304508,2017,59.89,58.63,"0,45"
3304508,2018,,,"0,43"
3304508,2019,,,"0,43"
3304508,2020,,,"0,54"
3304524,2010,,,
3304524,2011,,,
3304524,2012,,,
3304524,2013,,,
3304524,2014,,,
3304524,2015,52.73,55.19,"0,09"
3304524,2016,53.3,57.5,"0,09"
3304524,2017,60.08,63.01,"0,09"
3304524,2018,,,"0,09"
3304524,2019,,,"0,09"
3304524,2020,,,"0,09"
3304557,2010,,,
3304557,2011,,,
3304557,2012,,,
3304557,2013,,,
3304557,2014,,,
3304557,2015,69.05,69.56,"0,04"
3304557,2016,65.06,65.15,"0,04"
3304557,2017,62.43,63.34,"0,04"
3304557,2018,,,"0,05"
3304557,2019,,,"0,05"
3304557,2020,,,"0,05"
3304607,2010,,,
3304607,2011,,,
3304607,2012,,,
3304607,2013,,,
3304607,2014,,,
3304607,2015,68.57,73.08,"0,39"
3304607,2016,64.83,66.64,"0,39"
3304607,2017,60.87,62.88,"0,20"
3304607,2018,,,"0,29"
3304607,2019,,,"0,38"
3304607,2020,,,"0,00"
3304706,2010,,,
3304706,2011,,,
3304706,2012,,,
3304706,2013,,,
3304706,2014,,,
3304706,2015,67.99,69.72,"0,58"
3304706,2016,69.29,70.24,"0,53"
3304706,2017,57.59,60.85,"0,32"
3304706,2018,,,"0,31"
3304706,2019,,,"0,31"
3304706,2020,,,"0,28"
3304755,2010,,,
3304755,2011,,,
3304755,2012,,,
3304755,2013,,,
3304755,2014,,,
3304755,2015,71.69,74.39,"0,12"
3304755,2016,70.06,74.18,"0,15"
3304755,2017,70.69,73.54,"0,15"
3304755,2018,,,"0,21"
3304755,2019,,,"0,45"
3304755,2020,,,"0,47"
3304805,2010,,,
3304805,2011,,,
3304805,2012,,,
3304805,2013,,,
3304805,2014,,,
3304805,2015,77.14,78.58,"0,13"
3304805,2016,69.14,70.67,"0,13"
3304805,2017,69.77,65.06,"0,13"
3304805,2018,,,"0,10"
3304805,2019,,,"0,18"
3304805,2020,,,"0,18"
3304904,2010,,,
3304904,2011,,,
3304904,2012,,,
3304904,2013,,,
3304904,2014,,,
3304904,2015,73.72,76.4,"0,02"
3304904,2016,67.41,69.89,"0,04"
3304904,2017,69.03,70.16,"0,04"
3304904,2018,,,"0,04"
3304904,2019,,,"0,04"
3304904,2020,,,"0,04"
3305000,2010,,,
3305000,2011,,,
3305000,2012,,,
3305000,2013,,,
3305000,2014,,,
3305000,2015,77.01,81.63,"0,38"
3305000,2016,67.04,79.49,"0,37"
3305000,2017,79.34,81.41,"0,37"
3305000,2018,,,"0,39"
3305000,2019,,,"0,42"
3305000,2020,,,"0,44"
3305109,2010,,,
3305109,2011,,,
3305109,2012,,,
3305109,2013,,,
3305109,2014,,,
3305109,2015,73.12,74.25,"0,04"
3305109,2016,67.16,70.64,"0,04"
3305109,2017,66.09,70.85,"0,04"
3305109,2018,,,"0,04"
3305109,2019,,,"0,04"
3305109,2020,,,"0,04"
3305133,2010,,,
3305133,2011,,,
3305133,2012,,,
3305133,2013,,,
3305133,2014,,,
3305133,2015,62.83,74.76,"0,28"
3305133,2016,70.61,72.24,"0,28"
3305133,2017,64.6,64.86,"0,72"
3305133,2018,,,"0,70"
3305133,2019,,,"0,70"
3305133,2020,,,"0,69"
3305158,2010,,,
3305158,2011,,,
3305158,2012,,,
3305158,2013,,,
3305158,2014,,,
3305158,2015,69.56,60.37,"0,34"
3305158,2016,59.79,59.44,"0,38"
3305158,2017,61.36,60.7,"0,33"
3305158,2018,,,"0,32"
3305158,2019,,,"0,32"
3305158,2020,,,"0,00"
3305208,2010,,,
3305208,2011,,,
3305208,2012,,,
3305208,2013,,,
3305208,2014,,,
3305208,2015,69,57.86,"0,24"
3305208,2016,63.8,58.38,"0,24"
3305208,2017,65.42,59.23,"0,24"
3305208,2018,,,"0,23"
3305208,2019,,,"0,22"
3305208,2020,,,"0,23"
3305307,2010,,,
3305307,2011,,,
3305307,2012,,,
3305307,2013,,,
3305307,2014,,,
3305307,2015,67.47,70.99,"0,33"
3305307,2016,62.04,67.22,"0,33"
3305307,2017,58.11,60.78,"0,33"
3305307,2018,,,"0,32"
3305307,2019,,,"0,32"
3305307,2020,,,"0,00"
3305406,2010,,,
3305406,2011,,,
3305406,2012,,,
3305406,2013,,,
3305406,2014,,,
3305406,2015,60.91,60.61,"0,63"
3305406,2016,57.85,56.51,"0,63"
3305406,2017,58.69,58.59,"0,51"
3305406,2018,,,"0,49"
3305406,2019,,,"0,55"
3305406,2020,,,"0,55"
3305505,2010,,,
3305505,2011,,,
3305505,2012,,,
3305505,2013,,,
3305505,2014,,,
3305505,2015,72.69,68.66,"0,16"
3305505,2016,63.18,67.59,"0,16"
3305505,2017,61.63,67.44,"0,15"
3305505,2018,,,"0,15"
3305505,2019,,,"0,15"
3305505,2020,,,"0,18"
3305554,2010,,,
3305554,2011,,,
3305554,2012,,,
3305554,2013,,,
3305554,2014,,,
3305554,2015,76.79,66.57,"0,21"
3305554,2016,74.6,58.74,"0,20"
3305554,2017,74.27,64.15,"0,20"
3305554,2018,,,"0,21"
3305554,2019,,,"0,23"
3305554,2020,,,"0,24"
3305604,2010,,,
3305604,2011,,,
3305604,2012,,,
3305604,2013,,,
3305604,2014,,,
3305604,2015,74.8,72.91,"0,42"
3305604,2016,68.05,67.4,"0,42"
3305604,2017,68.45,67.82,"0,61"
3305604,2018,,,"0,60"
3305604,2019,,,"0,60"
3305604,2020,,,"0,60"
3305703,2010,,,
3305703,2011,,,
3305703,2012,,,
3305703,2013,,,
3305703,2014,,,
3305703,2015,72.98,75.64,"0,40"
3305703,2016,68.23,69.86,"0,40"
3305703,2017,68.58,69.24,"0,40"
3305703,2018,,,"0,39"
3305703,2019,,,"0,38"
3305703,2020,,,"0,38"
3305752,2010,,,
3305752,2011,,,
3305752,2012,,,
3305752,2013,,,
3305752,2014,,,
3305752,2015,71.28,73.09,"0,34"
3305752,2016,73.39,76.39,"0,34"
3305752,2017,76.9,77.76,"0,36"
3305752,2018,,,"0,35"
3305752,2019,,,"0,35"
3305752,2020,,,"0,32"
3305802,2010,,,
3305802,2011,,,
3305802,2012,,,
3305802,2013,,,
3305802,2014,,,
3305802,2015,61.69,65.6,"0,10"
3305802,2016,61.26,62.18,"0,01"
3305802,2017,59.52,63.32,"0,09"
3305802,2018,,,"0,10"
3305802,2019,,,"0,10"
3305802,2020,,,"0,11"
3305901,2010,,,
3305901,2011,,,
3305901,2012,,,
3305901,2013,,,
3305901,2014,,,
3305901,2015,81.52,85.71,"0,48"
3305901,2016,78.3,88.44,"0,48"
3305901,2017,79.37,83.32,"0,48"
3305901,2018,,,"0,47"
3305901,2019,,,"0,47"
3305901,2020,,,"0,47"
3306008,2010,,,
3306008,2011,,,
3306008,2012,,,
3306008,2013,,,
3306008,2014,,,
3306008,2015,67.88,69.11,"0,00"
3306008,2016,63.57,64.94,"0,00"
3306008,2017,60.23,61.92,"0,01"
3306008,2018,,,"0,01"
3306008,2019,,,"0,01"
3306008,2020,,,"0,01"
3306107,2010,,,
3306107,2011,,,
3306107,2012,,,
3306107,2013,,,
3306107,2014,,,
3306107,2015,74.86,76.47,"0,41"
3306107,2016,67.72,70.1,"0,41"
3306107,2017,69.4,70.84,"0,39"
3306107,2018,,,"0,32"
3306107,2019,,,"0,34"
3306107,2020,,,"0,33"
3306156,2010,,,
3306156,2011,,,
3306156,2012,,,
3306156,2013,,,
3306156,2014,,,
3306156,2015,75.52,74.81,"0,39"
3306156,2016,70.37,81.93,"0,38"
3306156,2017,73.51,80.27,"0,38"
3306156,2018,,,"0,37"
3306156,2019,,,"0,55"
3306156,2020,,,"0,54"
3306206,2010,,,
3306206,2011,,,
3306206,2012,,,
3306206,2013,,,
3306206,2014,,,
3306206,2015,68.9,72.33,"0,40"
3306206,2016,58.8,62.35,"0,39"
3306206,2017,56.03,58.86,"0,39"
3306206,2018,,,"0,38"
3306206,2019,,,"0,38"
3306206,2020,,,"0,38"
3306305,2010,,,
3306305,2011,,,
3306305,2012,,,
3306305,2013,,,
3306305,2014,,,
3306305,2015,64.06,66.78,"0,19"
3306305,2016,62.7,66.2,"0,19"
3306305,2017,65.3,67.91,"0,19"
3306305,2018,,,"0,19"
3306305,2019,,,"0,19"
3306305,2020,,,"0,16"
3500105,2010,,,
