id,year,cob_bf,p_ab_lp,ubs_p_100_h
2310407,2016,77.12,81.44,"0,43"
2310407,2017,78.45,80.13,"0,43"
2310407,2018,,,"0,43"
2310407,2019,,,"0,41"
2310407,2020,,,"0,41"
2310506,2010,,,
2310506,2011,,,
2310506,2012,,,
2310506,2013,,,
2310506,2014,,,
2310506,2015,76.36,81.07,"0,35"
2310506,2016,76.08,82.31,"0,40"
2310506,2017,73.62,75.92,"0,37"
2310506,2018,,,"0,37"
2310506,2019,,,"0,37"
2310506,2020,,,"0,37"
2310605,2010,,,
2310605,2011,,,
2310605,2012,,,
2310605,2013,,,
2310605,2014,,,
2310605,2015,77.78,87.46,"0,57"
2310605,2016,82.16,88.24,"0,56"
2310605,2017,80.66,83.63,"0,56"
2310605,2018,,,"0,56"
2310605,2019,,,"0,55"
2310605,2020,,,"0,55"
2310704,2010,,,
2310704,2011,,,
2310704,2012,,,
2310704,2013,,,
2310704,2014,,,
2310704,2015,70.95,77.35,"0,41"
2310704,2016,69.1,73.61,"0,41"
2310704,2017,69.22,72.16,"0,41"
2310704,2018,,,"0,40"
2310704,2019,,,"0,40"
2310704,2020,,,"0,42"
2310803,2010,,,
2310803,2011,,,
2310803,2012,,,
2310803,2013,,,
2310803,2014,,,
2310803,2015,81.8,86.9,"0,50"
2310803,2016,78.96,84.31,"0,50"
2310803,2017,78.67,80.59,"0,50"
2310803,2018,,,"0,49"
2310803,2019,,,"0,49"
2310803,2020,,,"0,49"
2310852,2010,,,
2310852,2011,,,
2310852,2012,,,
2310852,2013,,,
2310852,2014,,,
2310852,2015,78.32,90.52,"0,45"
2310852,2016,77.16,88.15,"0,49"
2310852,2017,77.54,83,"0,48"
2310852,2018,,,"0,48"
2310852,2019,,,"0,49"
2310852,2020,,,"0,05"
2310902,2010,,,
2310902,2011,,,
2310902,2012,,,
2310902,2013,,,
2310902,2014,,,
2310902,2015,74.52,72.39,"0,36"
2310902,2016,69.16,70.09,"0,36"
2310902,2017,65.2,64.59,"0,36"
2310902,2018,,,"0,36"
2310902,2019,,,"0,35"
2310902,2020,,,"0,41"
2310951,2010,,,
2310951,2011,,,
2310951,2012,,,
2310951,2013,,,
2310951,2014,,,
2310951,2015,71.93,82.55,"0,38"
2310951,2016,69.62,80.24,"0,28"
2310951,2017,74.48,76.21,"0,37"
2310951,2018,,,"0,18"
2310951,2019,,,"0,27"
2310951,2020,,,"0,00"
2311009,2010,,,
2311009,2011,,,
2311009,2012,,,
2311009,2013,,,
2311009,2014,,,
2311009,2015,78.85,82.66,"0,08"
2311009,2016,75.55,79.5,"0,08"
2311009,2017,77.06,79.99,"0,08"
2311009,2018,,,"0,16"
2311009,2019,,,"0,16"
2311009,2020,,,"0,16"
2311108,2010,,,
2311108,2011,,,
2311108,2012,,,
2311108,2013,,,
2311108,2014,,,
2311108,2015,81.41,87.6,"0,40"
2311108,2016,78.05,85.24,"0,40"
2311108,2017,82.36,84.81,"0,40"
2311108,2018,,,"0,47"
2311108,2019,,,"0,47"
2311108,2020,,,"0,54"
2311207,2010,,,
2311207,2011,,,
2311207,2012,,,
2311207,2013,,,
2311207,2014,,,
2311207,2015,76.57,84.24,"0,28"
2311207,2016,76.33,80.47,"0,28"
2311207,2017,71.87,74,"0,46"
2311207,2018,,,"0,46"
2311207,2019,,,"0,45"
2311207,2020,,,"0,00"
2311231,2010,,,
2311231,2011,,,
2311231,2012,,,
2311231,2013,,,
2311231,2014,,,
2311231,2015,74.04,84.03,"0,16"
2311231,2016,69.37,82.21,"0,16"
2311231,2017,71.91,75.77,"0,16"
2311231,2018,,,"0,16"
2311231,2019,,,"0,16"
2311231,2020,,,"0,16"
2311264,2010,,,
2311264,2011,,,
2311264,2012,,,
2311264,2013,,,
2311264,2014,,,
2311264,2015,74.47,79.01,"0,58"
2311264,2016,69.81,72.63,"0,58"
2311264,2017,68.34,69.69,"0,58"
2311264,2018,,,"0,43"
2311264,2019,,,"0,43"
2311264,2020,,,"0,43"
2311306,2010,,,
2311306,2011,,,
2311306,2012,,,
2311306,2013,,,
2311306,2014,,,
2311306,2015,78.48,85.68,"0,19"
2311306,2016,74.2,84.64,"0,19"
2311306,2017,77.07,81.01,"0,19"
2311306,2018,,,"0,18"
2311306,2019,,,"0,21"
2311306,2020,,,"0,22"
2311355,2010,,,
2311355,2011,,,
2311355,2012,,,
2311355,2013,,,
2311355,2014,,,
2311355,2015,74.01,79.51,"0,40"
2311355,2016,70.62,76.01,"0,47"
2311355,2017,72.03,75.03,"0,47"
2311355,2018,,,"0,47"
2311355,2019,,,"0,43"
2311355,2020,,,"0,50"
2311405,2010,,,
2311405,2011,,,
2311405,2012,,,
2311405,2013,,,
2311405,2014,,,
2311405,2015,77.23,76.56,"0,31"
2311405,2016,74,74.88,"0,36"
2311405,2017,73.61,72.67,"0,34"
2311405,2018,,,"0,34"
2311405,2019,,,"0,33"
2311405,2020,,,"0,34"
2311504,2010,,,
2311504,2011,,,
2311504,2012,,,
2311504,2013,,,
2311504,2014,,,
2311504,2015,60.78,65.16,"0,32"
2311504,2016,59.33,63,"0,28"
2311504,2017,61.58,65.5,"0,27"
2311504,2018,,,"0,23"
2311504,2019,,,"0,23"
2311504,2020,,,"0,22"
2311603,2010,,,
2311603,2011,,,
2311603,2012,,,
2311603,2013,,,
2311603,2014,,,
2311603,2015,73.56,82.43,"0,29"
2311603,2016,74.55,80.38,"0,29"
2311603,2017,71.47,77.53,"0,29"
2311603,2018,,,"0,29"
2311603,2019,,,"0,31"
2311603,2020,,,"0,31"
2311702,2010,,,
2311702,2011,,,
2311702,2012,,,
2311702,2013,,,
2311702,2014,,,
2311702,2015,76.35,82.81,"0,32"
2311702,2016,77.66,81.31,"0,48"
2311702,2017,69.49,72.45,"0,43"
2311702,2018,,,"0,42"
2311702,2019,,,"0,43"
2311702,2020,,,"0,44"
2311801,2010,,,
2311801,2011,,,
2311801,2012,,,
2311801,2013,,,
2311801,2014,,,
2311801,2015,68.77,77.17,"0,27"
2311801,2016,64.36,70.01,"0,29"
2311801,2017,59.28,64.14,"0,29"
2311801,2018,,,"0,25"
2311801,2019,,,"0,26"
2311801,2020,,,"0,25"
2311900,2010,,,
2311900,2011,,,
2311900,2012,,,
2311900,2013,,,
2311900,2014,,,
2311900,2015,80.22,86.29,"0,13"
2311900,2016,77.41,80.94,"0,13"
2311900,2017,77.36,79.66,"0,13"
2311900,2018,,,"0,13"
2311900,2019,,,"0,13"
2311900,2020,,,"0,13"
2311959,2010,,,
2311959,2011,,,
2311959,2012,,,
2311959,2013,,,
2311959,2014,,,
2311959,2015,77.79,81.63,"0,43"
2311959,2016,75.77,79.72,"0,43"
2311959,2017,74.4,77.17,"0,55"
2311959,2018,,,"0,55"
2311959,2019,,,"0,54"
2311959,2020,,,"0,54"
2312007,2010,,,
2312007,2011,,,
2312007,2012,,,
2312007,2013,,,
2312007,2014,,,
2312007,2015,77.34,80.91,"0,32"
2312007,2016,76.93,79.37,"0,31"
2312007,2017,77.02,77.66,"0,31"
2312007,2018,,,"0,31"
2312007,2019,,,"0,31"
2312007,2020,,,"0,31"
2312106,2010,,,
2312106,2011,,,
2312106,2012,,,
2312106,2013,,,
2312106,2014,,,
2312106,2015,81.11,87.68,"0,34"
2312106,2016,80.11,83.15,"0,34"
2312106,2017,77.25,76.75,"0,34"
2312106,2018,,,"0,34"
2312106,2019,,,"0,34"
2312106,2020,,,"0,34"
2312205,2010,,,
2312205,2011,,,
2312205,2012,,,
2312205,2013,,,
2312205,2014,,,
2312205,2015,74.81,79.71,"0,28"
2312205,2016,72.19,77.49,"0,30"
2312205,2017,70.62,71.15,"0,30"
2312205,2018,,,"0,30"
2312205,2019,,,"0,30"
2312205,2020,,,"0,30"
2312304,2010,,,
2312304,2011,,,
2312304,2012,,,
2312304,2013,,,
2312304,2014,,,
2312304,2015,82.64,89.58,"0,24"
2312304,2016,81.81,87.06,"0,30"
2312304,2017,81.57,85.07,"0,32"
2312304,2018,,,"0,32"
2312304,2019,,,"0,31"
2312304,2020,,,"0,31"
2312403,2010,,,
2312403,2011,,,
2312403,2012,,,
2312403,2013,,,
2312403,2014,,,
2312403,2015,65.14,69.82,"0,32"
2312403,2016,67.35,71.9,"0,31"
2312403,2017,69.89,72.95,"0,31"
2312403,2018,,,"0,35"
2312403,2019,,,"0,35"
2312403,2020,,,"0,37"
2312502,2010,,,
2312502,2011,,,
2312502,2012,,,
2312502,2013,,,
2312502,2014,,,
2312502,2015,46.25,44.91,"0,39"
2312502,2016,36.39,43.21,"0,39"
2312502,2017,45.46,48.5,"0,39"
2312502,2018,,,"0,26"
2312502,2019,,,"0,26"
2312502,2020,,,"0,26"
2312601,2010,,,
2312601,2011,,,
2312601,2012,,,
2312601,2013,,,
2312601,2014,,,
2312601,2015,75.29,83.1,"0,08"
2312601,2016,72.95,81.11,"0,08"
2312601,2017,74.16,80.22,"0,08"
2312601,2018,,,"0,08"
2312601,2019,,,"0,08"
2312601,2020,,,"0,46"
2312700,2010,,,
2312700,2011,,,
2312700,2012,,,
2312700,2013,,,
2312700,2014,,,
2312700,2015,76.49,81.87,"0,41"
2312700,2016,78.45,83.22,"0,42"
2312700,2017,77.57,79.2,"0,42"
2312700,2018,,,"0,41"
2312700,2019,,,"0,43"
2312700,2020,,,"0,43"
2312809,2010,,,
2312809,2011,,,
2312809,2012,,,
2312809,2013,,,
2312809,2014,,,
2312809,2015,79.24,85.37,"0,41"
2312809,2016,77.67,82.39,"0,40"
2312809,2017,80.13,84.09,"0,40"
2312809,2018,,,"0,40"
2312809,2019,,,"0,66"
2312809,2020,,,"0,65"
2312908,2010,,,
2312908,2011,,,
2312908,2012,,,
2312908,2013,,,
2312908,2014,,,
2312908,2015,62.99,69.56,"0,18"
2312908,2016,61.06,67.65,"0,19"
2312908,2017,59.2,64.21,"0,19"
2312908,2018,,,"0,18"
2312908,2019,,,"0,19"
2312908,2020,,,"0,19"
2313005,2010,,,
2313005,2011,,,
2313005,2012,,,
2313005,2013,,,
2313005,2014,,,
2313005,2015,70.16,75.26,"0,50"
2313005,2016,67.39,74.13,"0,50"
2313005,2017,67.05,70.69,"0,50"
2313005,2018,,,"0,49"
2313005,2019,,,"0,49"
2313005,2020,,,"0,49"
2313104,2010,,,
2313104,2011,,,
2313104,2012,,,
2313104,2013,,,
2313104,2014,,,
2313104,2015,68.63,70.19,"0,26"
2313104,2016,63.73,67.41,"0,26"
2313104,2017,65.32,67.75,"0,30"
2313104,2018,,,"0,29"
2313104,2019,,,"0,29"
2313104,2020,,,"0,29"
2313203,2010,,,
2313203,2011,,,
2313203,2012,,,
2313203,2013,,,
2313203,2014,,,
2313203,2015,70.97,74.34,"0,47"
2313203,2016,67.64,71.14,"0,47"
2313203,2017,69.98,71.63,"0,47"
2313203,2018,,,"0,47"
2313203,2019,,,"0,46"
2313203,2020,,,"0,46"
2313252,2010,,,
2313252,2011,,,
2313252,2012,,,
2313252,2013,,,
2313252,2014,,,
2313252,2015,79.83,76.85,"0,23"
2313252,2016,75.24,67.64,"0,11"
2313252,2017,68.14,64.95,"0,11"
2313252,2018,,,"0,11"
2313252,2019,,,"0,12"
2313252,2020,,,"0,12"
2313302,2010,,,
2313302,2011,,,
2313302,2012,,,
2313302,2013,,,
2313302,2014,,,
2313302,2015,74.49,80.39,"0,31"
2313302,2016,68.4,73.81,"0,33"
2313302,2017,68.75,71.55,"0,33"
2313302,2018,,,"0,33"
2313302,2019,,,"0,32"
2313302,2020,,,"0,32"
2313351,2010,,,
2313351,2011,,,
2313351,2012,,,
2313351,2013,,,
2313351,2014,,,
2313351,2015,79.72,83.3,"0,49"
2313351,2016,80.57,84.52,"0,43"
2313351,2017,82.49,84.41,"0,42"
2313351,2018,,,"0,42"
2313351,2019,,,"0,42"
2313351,2020,,,"0,36"
2313401,2010,,,
2313401,2011,,,
2313401,2012,,,
2313401,2013,,,
2313401,2014,,,
2313401,2015,82.97,89.38,"0,31"
2313401,2016,78.4,84.88,"0,35"
2313401,2017,76.65,82.74,"0,35"
2313401,2018,,,"0,36"
2313401,2019,,,"0,36"
2313401,2020,,,"0,35"
2313500,2010,,,
2313500,2011,,,
2313500,2012,,,
2313500,2013,,,
2313500,2014,,,
2313500,2015,89.86,94.78,"0,28"
2313500,2016,88.75,92.93,"0,27"
2313500,2017,89.27,91.74,"0,29"
2313500,2018,,,"0,29"
2313500,2019,,,"0,29"
2313500,2020,,,"0,30"
2313559,2010,,,
2313559,2011,,,
2313559,2012,,,
2313559,2013,,,
2313559,2014,,,
2313559,2015,76.26,84.62,"0,45"
2313559,2016,72.54,78.02,"0,44"
2313559,2017,77.78,79.98,"0,44"
2313559,2018,,,"0,44"
2313559,2019,,,"0,43"
2313559,2020,,,"0,37"
2313609,2010,,,
2313609,2011,,,
2313609,2012,,,
2313609,2013,,,
2313609,2014,,,
2313609,2015,75.22,81.08,"0,24"
2313609,2016,75.07,82.18,"0,24"
2313609,2017,78.65,81.8,"0,26"
2313609,2018,,,"0,29"
2313609,2019,,,"0,29"
2313609,2020,,,"0,31"
2313708,2010,,,
2313708,2011,,,
2313708,2012,,,
2313708,2013,,,
2313708,2014,,,
2313708,2015,72.17,76.87,"0,39"
2313708,2016,71.46,77,"0,39"
2313708,2017,72.12,75.59,"0,39"
2313708,2018,,,"0,39"
2313708,2019,,,"0,39"
2313708,2020,,,"0,39"
2313757,2010,,,
2313757,2011,,,
2313757,2012,,,
2313757,2013,,,
2313757,2014,,,
2313757,2015,83.89,88.25,"0,36"
2313757,2016,80.56,85.64,"0,36"
2313757,2017,82.81,85.03,"0,36"
2313757,2018,,,"0,35"
2313757,2019,,,"0,35"
2313757,2020,,,"0,30"
2313807,2010,,,
2313807,2011,,,
2313807,2012,,,
2313807,2013,,,
2313807,2014,,,
2313807,2015,81.17,89.42,"0,52"
2313807,2016,85.06,92.04,"0,51"
2313807,2017,87.96,90.86,"0,51"
2313807,2018,,,"0,51"
2313807,2019,,,"0,50"
2313807,2020,,,"0,50"
2313906,2010,,,
2313906,2011,,,
2313906,2012,,,
2313906,2013,,,
2313906,2014,,,
2313906,2015,79.46,82.94,"0,52"
2313906,2016,74.95,80.34,"0,52"
2313906,2017,77.11,78.74,"0,51"
2313906,2018,,,"0,51"
2313906,2019,,,"0,51"
2313906,2020,,,"0,50"
2313955,2010,,,
2313955,2011,,,
2313955,2012,,,
2313955,2013,,,
2313955,2014,,,
2313955,2015,75.03,78.86,"0,33"
2313955,2016,71.48,77.48,"0,33"
2313955,2017,70.42,73.03,"0,38"
2313955,2018,,,"0,38"
2313955,2019,,,"0,38"
2313955,2020,,,"0,38"
2314003,2010,,,
2314003,2011,,,
2314003,2012,,,
2314003,2013,,,
2314003,2014,,,
2314003,2015,82.2,86.26,"0,32"
2314003,2016,80.73,84.24,"0,32"
2314003,2017,79.65,81.49,"0,30"
2314003,2018,,,"0,30"
2314003,2019,,,"0,30"
2314003,2020,,,"0,29"
2314102,2010,,,
2314102,2011,,,
2314102,2012,,,
2314102,2013,,,
2314102,2014,,,
2314102,2015,84.68,88.22,"0,26"
2314102,2016,84.01,88.81,"0,27"
2314102,2017,82.34,83.87,"0,27"
2314102,2018,,,"0,27"
2314102,2019,,,"0,26"
2314102,2020,,,"0,28"
2400109,2010,,,
2400109,2011,,,
2400109,2012,,,
2400109,2013,,,
2400109,2014,,,
2400109,2015,66.61,64.75,"0,53"
2400109,2016,62.85,58.93,"0,53"
2400109,2017,63.77,57.18,"0,53"
2400109,2018,,,"0,54"
2400109,2019,,,"0,54"
2400109,2020,,,"0,54"
2400208,2010,,,
2400208,2011,,,
2400208,2012,,,
2400208,2013,,,
2400208,2014,,,
2400208,2015,69.95,76.13,"0,28"
2400208,2016,68.65,72.71,"0,29"
2400208,2017,69.82,70.59,"0,29"
2400208,2018,,,"0,30"
2400208,2019,,,"0,28"
2400208,2020,,,"0,27"
2400307,2010,,,
2400307,2011,,,
2400307,2012,,,
2400307,2013,,,
2400307,2014,,,
2400307,2015,86.75,92.87,"0,18"
2400307,2016,86.51,92.97,"0,27"
2400307,2017,91.35,94.24,"0,45"
2400307,2018,,,"0,27"
2400307,2019,,,"0,27"
2400307,2020,,,"0,27"
2400406,2010,,,
2400406,2011,,,
2400406,2012,,,
2400406,2013,,,
2400406,2014,,,
2400406,2015,70.81,73.58,"0,31"
2400406,2016,65.35,70.19,"0,31"
2400406,2017,70.9,75.85,"0,61"
2400406,2018,,,"0,62"
2400406,2019,,,"0,62"
2400406,2020,,,"0,61"
2400505,2010,,,
2400505,2011,,,
2400505,2012,,,
2400505,2013,,,
2400505,2014,,,
2400505,2015,77.5,83.72,"0,43"
2400505,2016,79.24,83.78,"0,43"
2400505,2017,73.19,76.88,"0,43"
2400505,2018,,,"0,44"
2400505,2019,,,"0,44"
2400505,2020,,,"0,44"
2400604,2010,,,
2400604,2011,,,
2400604,2012,,,
2400604,2013,,,
2400604,2014,,,
2400604,2015,75.42,81.92,"0,41"
2400604,2016,74.95,81.3,"0,41"
2400604,2017,75.52,78.24,"0,41"
2400604,2018,,,"0,42"
2400604,2019,,,"0,63"
2400604,2020,,,"0,64"
2400703,2010,,,
2400703,2011,,,
2400703,2012,,,
2400703,2013,,,
2400703,2014,,,
2400703,2015,72.72,79.87,"0,36"
2400703,2016,72.41,81.58,"0,35"
2400703,2017,76.43,82.52,"0,35"
2400703,2018,,,"0,35"
2400703,2019,,,"0,34"
2400703,2020,,,"0,34"
2400802,2010,,,
2400802,2011,,,
2400802,2012,,,
2400802,2013,,,
2400802,2014,,,
2400802,2015,76.76,83.33,"0,50"
2400802,2016,76.26,82.51,"0,50"
2400802,2017,74.12,77.71,"0,42"
2400802,2018,,,"0,43"
2400802,2019,,,"0,43"
2400802,2020,,,"0,43"
2400901,2010,,,
2400901,2011,,,
2400901,2012,,,
2400901,2013,,,
2400901,2014,,,
2400901,2015,72.83,77.12,"0,28"
2400901,2016,71.37,75.62,"0,28"
2400901,2017,75.68,78.06,"0,28"
2400901,2018,,,"0,28"
2400901,2019,,,"0,28"
2400901,2020,,,"0,28"
2401008,2010,,,
2401008,2011,,,
2401008,2012,,,
2401008,2013,,,
2401008,2014,,,
2401008,2015,71.77,75.94,"0,14"
2401008,2016,70.84,73.98,"0,14"
2401008,2017,70.31,72.04,"0,14"
2401008,2018,,,"0,20"
2401008,2019,,,"0,20"
2401008,2020,,,"0,20"
2401107,2010,,,
2401107,2011,,,
2401107,2012,,,
2401107,2013,,,
2401107,2014,,,
2401107,2015,74.89,78.22,"0,18"
2401107,2016,67.92,74.05,"0,18"
2401107,2017,70.07,74.37,"0,18"
2401107,2018,,,"0,33"
2401107,2019,,,"0,32"
2401107,2020,,,"0,32"
2401206,2010,,,
2401206,2011,,,
2401206,2012,,,
2401206,2013,,,
2401206,2014,,,
2401206,2015,73.71,83.25,"0,43"
2401206,2016,70.93,78.59,"0,42"
2401206,2017,74.24,78.5,"0,42"
2401206,2018,,,"0,42"
2401206,2019,,,"0,42"
2401206,2020,,,"0,42"
2401305,2010,,,
2401305,2011,,,
2401305,2012,,,
2401305,2013,,,
2401305,2014,,,
2401305,2015,0,0,"0,41"
2401305,2016,0,0,"0,41"
2401305,2017,0,0,"0,41"
2401305,2018,,,"0,42"
2401305,2019,,,"0,41"
2401305,2020,,,"0,41"
2401404,2010,,,
2401404,2011,,,
2401404,2012,,,
2401404,2013,,,
2401404,2014,,,
2401404,2015,71.13,74.29,"0,11"
2401404,2016,70.52,73.45,"0,32"
2401404,2017,70.27,69.67,"0,54"
2401404,2018,,,"0,54"
2401404,2019,,,"0,54"
2401404,2020,,,"0,64"
2401453,2010,,,
2401453,2011,,,
2401453,2012,,,
2401453,2013,,,
2401453,2014,,,
2401453,2015,75.01,81.28,"0,40"
2401453,2016,74.65,77.68,"0,40"
2401453,2017,70.79,71.42,"0,39"
2401453,2018,,,"0,39"
2401453,2019,,,"0,39"
2401453,2020,,,"0,31"
2401503,2010,,,
2401503,2011,,,
2401503,2012,,,
2401503,2013,,,
2401503,2014,,,
2401503,2015,79.67,80.13,"0,49"
2401503,2016,77.67,81.78,"0,25"
2401503,2017,82.82,85.4,"0,25"
2401503,2018,,,"0,25"
2401503,2019,,,"0,25"
2401503,2020,,,"0,25"
2401602,2010,,,
2401602,2011,,,
2401602,2012,,,
2401602,2013,,,
2401602,2014,,,
2401602,2015,76.48,78.93,"0,18"
2401602,2016,75.66,80.07,"0,18"
2401602,2017,74.55,79.17,"0,18"
2401602,2018,,,"0,00"
2401602,2019,,,"0,18"
2401602,2020,,,"0,18"
2401651,2010,,,
2401651,2011,,,
2401651,2012,,,
2401651,2013,,,
2401651,2014,,,
2401651,2015,65.39,78.83,"0,42"
2401651,2016,61.54,72.43,"0,43"
2401651,2017,68.88,77.42,"0,43"
2401651,2018,,,"0,44"
2401651,2019,,,"0,45"
2401651,2020,,,"0,46"
2401701,2010,,,
2401701,2011,,,
2401701,2012,,,
2401701,2013,,,
2401701,2014,,,
2401701,2015,69.16,76.09,"0,40"
2401701,2016,69.37,76.08,"0,39"
2401701,2017,71.29,74.33,"0,39"
2401701,2018,,,"0,39"
2401701,2019,,,"0,39"
2401701,2020,,,"0,39"
2401800,2010,,,
2401800,2011,,,
2401800,2012,,,
2401800,2013,,,
2401800,2014,,,
2401800,2015,73.06,76.14,"0,48"
2401800,2016,73.48,73.59,"0,48"
2401800,2017,69.79,72.34,"0,47"
2401800,2018,,,"0,48"
2401800,2019,,,"0,47"
2401800,2020,,,"0,47"
2401859,2010,,,
2401859,2011,,,
2401859,2012,,,
2401859,2013,,,
2401859,2014,,,
2401859,2015,85.53,89.09,"0,15"
2401859,2016,87.68,89.62,"0,15"
2401859,2017,84.38,82.74,"0,15"
2401859,2018,,,"0,15"
2401859,2019,,,"0,15"
2401859,2020,,,"0,15"
2401909,2010,,,
2401909,2011,,,
2401909,2012,,,
2401909,2013,,,
2401909,2014,,,
2401909,2015,75.48,82.9,"0,83"
2401909,2016,79.55,84.39,"0,55"
2401909,2017,81.25,80.22,"0,82"
2401909,2018,,,"0,82"
2401909,2019,,,"0,81"
2401909,2020,,,"0,81"
2402006,2010,,,
2402006,2011,,,
2402006,2012,,,
2402006,2013,,,
2402006,2014,,,
2402006,2015,63.88,66.89,"0,36"
2402006,2016,59.04,60.27,"0,35"
2402006,2017,60.52,60.42,"0,35"
2402006,2018,,,"0,36"
2402006,2019,,,"0,35"
2402006,2020,,,"0,37"
2402105,2010,,,
2402105,2011,,,
2402105,2012,,,
2402105,2013,,,
2402105,2014,,,
2402105,2015,81.22,87.91,"0,36"
2402105,2016,78.13,83.68,"0,36"
2402105,2017,81.24,84.28,"0,36"
2402105,2018,,,"0,45"
2402105,2019,,,"0,45"
2402105,2020,,,"0,44"
2402204,2010,,,
2402204,2011,,,
2402204,2012,,,
2402204,2013,,,
2402204,2014,,,
2402204,2015,83.72,85.48,"0,12"
2402204,2016,80.79,80.12,"0,12"
2402204,2017,82.4,79.75,"0,12"
2402204,2018,,,"0,47"
2402204,2019,,,"0,44"
2402204,2020,,,"0,43"
2402303,2010,,,
2402303,2011,,,
2402303,2012,,,
2402303,2013,,,
2402303,2014,,,
2402303,2015,72.67,85.27,"0,49"
2402303,2016,78.53,83.22,"0,49"
2402303,2017,75.29,77.57,"0,44"
2402303,2018,,,"0,39"
2402303,2019,,,"0,39"
2402303,2020,,,"0,39"
2402402,2010,,,
2402402,2011,,,
2402402,2012,,,
2402402,2013,,,
2402402,2014,,,
2402402,2015,39.68,38.73,"0,50"
2402402,2016,33.08,33.12,"0,49"
2402402,2017,25.6,25.21,"0,49"
2402402,2018,,,"0,49"
2402402,2019,,,"0,49"
2402402,2020,,,"0,49"
2402501,2010,,,
2402501,2011,,,
2402501,2012,,,
2402501,2013,,,
2402501,2014,,,
2402501,2015,87.24,93.99,"0,09"
2402501,2016,87.06,93.92,"0,09"
2402501,2017,87.59,85.36,"0,09"
2402501,2018,,,"0,09"
2402501,2019,,,"0,09"
2402501,2020,,,"0,09"
2402600,2010,,,
2402600,2011,,,
2402600,2012,,,
2402600,2013,,,
2402600,2014,,,
2402600,2015,79.07,86.23,"0,29"
2402600,2016,78.69,84.75,"0,29"
2402600,2017,76.12,81.51,"0,28"
2402600,2018,,,"0,30"
2402600,2019,,,"0,30"
2402600,2020,,,"0,30"
2402709,2010,,,
2402709,2011,,,
2402709,2012,,,
2402709,2013,,,
2402709,2014,,,
2402709,2015,84.03,84.89,"0,44"
2402709,2016,79.79,82.05,"0,44"
2402709,2017,83.88,84.58,"0,44"
2402709,2018,,,"0,45"
2402709,2019,,,"0,45"
2402709,2020,,,"0,45"
2402808,2010,,,
2402808,2011,,,
2402808,2012,,,
2402808,2013,,,
2402808,2014,,,
2402808,2015,82.65,88.3,"0,36"
2402808,2016,77.2,86.26,"0,36"
2402808,2017,79.48,82.47,"0,18"
2402808,2018,,,"0,18"
2402808,2019,,,"0,18"
2402808,2020,,,"0,18"
2402907,2010,,,
2402907,2011,,,
2402907,2012,,,
2402907,2013,,,
2402907,2014,,,
2402907,2015,79.05,83.1,"0,20"
2402907,2016,73.51,76.29,"0,20"
2402907,2017,65.46,68.31,"0,20"
2402907,2018,,,"0,20"
2402907,2019,,,"0,20"
2402907,2020,,,"0,20"
2403004,2010,,,
2403004,2011,,,
2403004,2012,,,
2403004,2013,,,
2403004,2014,,,
2403004,2015,49.86,54.16,"0,37"
2403004,2016,58.93,63.67,"0,37"
2403004,2017,56.67,60.28,"0,37"
2403004,2018,,,"0,37"
2403004,2019,,,"0,38"
2403004,2020,,,"0,38"
2403103,2010,,,
2403103,2011,,,
2403103,2012,,,
2403103,2013,,,
2403103,2014,,,
2403103,2015,72.09,75.04,"0,22"
2403103,2016,65.85,71.31,"0,31"
2403103,2017,62.85,65.53,"0,31"
2403103,2018,,,"0,31"
2403103,2019,,,"0,31"
2403103,2020,,,"0,31"
2403202,2010,,,
2403202,2011,,,
2403202,2012,,,
2403202,2013,,,
2403202,2014,,,
2403202,2015,73.32,78.77,"0,42"
2403202,2016,64.9,71.85,"0,42"
2403202,2017,61.49,64.32,"0,42"
2403202,2018,,,"0,42"
2403202,2019,,,"0,42"
2403202,2020,,,"0,42"
2403251,2010,,,
2403251,2011,,,
2403251,2012,,,
2403251,2013,,,
2403251,2014,,,
2403251,2015,59.65,60.58,"0,12"
2403251,2016,56.85,60.73,"0,12"
2403251,2017,54.19,58.51,"0,12"
2403251,2018,,,"0,12"
2403251,2019,,,"0,11"
2403251,2020,,,"0,11"
2403301,2010,,,
2403301,2011,,,
2403301,2012,,,
2403301,2013,,,
2403301,2014,,,
2403301,2015,70.2,73.59,"0,36"
2403301,2016,61.33,69.39,"0,36"
2403301,2017,62.56,67.23,"0,35"
2403301,2018,,,"0,36"
2403301,2019,,,"0,36"
2403301,2020,,,"0,35"
2403400,2010,,,
2403400,2011,,,
2403400,2012,,,
2403400,2013,,,
2403400,2014,,,
2403400,2015,71.8,77.92,"0,49"
2403400,2016,71,77.16,"0,49"
2403400,2017,72.47,75.45,"0,49"
2403400,2018,,,"0,50"
2403400,2019,,,"0,50"
2403400,2020,,,"0,50"
2403509,2010,,,
2403509,2011,,,
2403509,2012,,,
2403509,2013,,,
2403509,2014,,,
2403509,2015,86,94.84,"0,28"
2403509,2016,88.44,90.86,"0,28"
2403509,2017,87.81,89.94,"0,28"
2403509,2018,,,"0,48"
2403509,2019,,,"0,48"
2403509,2020,,,"0,48"
2403608,2010,,,
2403608,2011,,,
2403608,2012,,,
2403608,2013,,,
2403608,2014,,,
2403608,2015,71.61,83.19,"0,04"
2403608,2016,72.06,81.74,"0,04"
2403608,2017,70.88,78.38,"0,04"
2403608,2018,,,"0,35"
2403608,2019,,,"0,35"
2403608,2020,,,"0,35"
